Ad schedule day and hour report
1 January 2026 - 26 March 2026
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Wednesday,14,S | General | EU | EN,EUR,84.81,121,6,4.96%,1.71,10.26,0.00%,0.00,0.00
Tuesday,12,S | General | EU | EN,EUR,23.44,151,6,3.97%,0.59,3.54,0.00%,0.00,0.00
Thursday,6,PMax | Rem | CA | EN,EUR,0.97,14,1,7.14%,0.01,0.01,0.00%,0.00,0.00
Wednesday,13,ADa_Pants_NL,EUR,45.27,184,9,4.89%,0.93,8.33,0.00%,0.00,0.00
Monday,14,ADa_Pants_NL,EUR,0.84,86,1,1.16%,0.07,0.07,0.00%,0.00,0.00
Saturday,22,S | General | NL,EUR,42.16,61,2,3.28%,1.29,2.57,0.00%,0.00,0.00
Wednesday,9,S | General | NL,EUR,29.62,71,3,4.23%,0.70,2.10,0.00%,0.00,0.00
Thursday,1,PMax | Rem | EU | EN,EUR,1.13,137,6,4.38%,0.03,0.15,0.00%,0.00,0.00
Sunday,18,PMax | Rem | EU | EN,EUR,5.14,685,22,3.21%,0.16,3.52,0.00%,0.00,0.00
Tuesday,0,PMAX | shopping | EU | EN,EUR,0.00,97,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,5,PMax | Rem | US | EN,EUR,0.00,45,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,1,Sh | General | NL,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,17,Sh | General | NL,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,3,S | General | EU | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,S | General | EU | EN,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,19,PMax | Rem | CA | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,1,PMax | Rem | CA | EN,EUR,0.19,79,0,0.00%,0,0.01,0.00%,0.00,0.00
Friday,2,PMax | Rem | AU-NZ | EN,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | AU-NZ | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,PMax | Rem | AU-NZ | EN,EUR,0.63,25,0,0.00%,0,0.02,0.00%,0.00,0.00
Friday,11,ADa_Brand_NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,19,S | Brand | NL,EUR,2.50,8,2,25.00%,0.01,0.02,0.00%,0.00,0.00
Monday,16,S | Brand | NL,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Thursday,2,PMax | Rem | DE,EUR,17.18,82,4,4.88%,0.35,1.41,0.00%,0.00,0.00
Tuesday,18,PMax | Rem | DE,EUR,8.49,574,19,3.31%,0.26,4.87,0.00%,0.00,0.00
Monday,9,PMax | Rem | DE,EUR,20.77,293,17,5.80%,0.36,6.09,0.00%,0.00,0.00
Monday,20,PMax | Rem | UK,EUR,23.60,141,15,10.64%,0.22,3.33,0.00%,0.00,0.00
Friday,23,DGen | EN,EUR,0.35,"2,667",10,0.37%,0.09,0.92,0.00%,0.00,0.00
Thursday,0,DGen | EN,EUR,0.91,248,3,1.21%,0.07,0.22,0.00%,0.00,0.00
Thursday,10,DGen | EN,EUR,0.48,"2,889",2,0.07%,0.69,1.38,0.00%,0.00,0.00
Sunday,14,DGen | EN,EUR,0.39,"3,716",8,0.22%,0.18,1.47,0.00%,0.00,0.00
Friday,12,PMax | Rem | US | EN,EUR,290.00,2,1,50.00%,0.58,0.58,0.00%,0.00,0.00
Thursday,1,ADa_Panty_NL,EUR,5.64,163,29,17.79%,0.03,0.92,0.00%,0.00,0.00
Tuesday,18,ADa_Panty_NL,EUR,18.29,256,19,7.42%,0.25,4.68,0.00%,0.00,0.00
Thursday,18,PMax | Rem | NL | New,EUR,5.58,594,40,6.73%,0.08,3.31,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | NL | New,EUR,1.61,139,14,10.07%,0.02,0.22,0.00%,0.00,0.00
Sunday,12,PMax | Rem | NL | New,EUR,25.63,"1,062",59,5.56%,0.46,27.22,0.00%,0.00,0.00
Friday,14,S | General | EU | EN,EUR,106.79,199,12,6.03%,1.77,21.25,8.33%,1.00,21.25
Friday,21,S | General | EU | EN,EUR,31.00,70,4,5.71%,0.54,2.17,0.00%,0.00,0.00
Thursday,8,S | General | EU | EN,EUR,133.75,71,8,11.27%,1.19,9.50,0.00%,0.00,0.00
Monday,8,S | General | EU | EN,EUR,58.12,97,6,6.19%,0.94,5.64,0.00%,0.00,0.00
Monday,9,S | General | EU | EN,EUR,17.33,105,3,2.86%,0.61,1.82,0.00%,0.00,0.00
Monday,13,S | General | EU | EN,EUR,38.93,85,6,7.06%,0.55,3.31,0.00%,0.00,0.00
Wednesday,9,ADa_Pants_NL,EUR,51.71,119,12,10.08%,0.51,6.15,0.00%,0.00,0.00
Monday,7,ADa_Pants_NL,EUR,21.88,239,16,6.69%,0.33,5.23,0.00%,0.00,0.00
Friday,17,S | General | NL,EUR,54.46,101,3,2.97%,1.83,5.50,0.00%,0.00,0.00
Sunday,13,S | General | NL,EUR,33.93,61,2,3.28%,1.04,2.07,0.00%,0.00,0.00
Saturday,14,PMax | Rem | EU | EN,EUR,6.57,364,37,10.16%,0.06,2.39,0.00%,0.00,0.00
Friday,0,PMax | Rem | EU | EN,EUR,17.60,132,11,8.33%,0.21,2.32,0.00%,0.00,0.00
Friday,18,PMax | Rem | EU | EN,EUR,7.88,597,55,9.21%,0.09,4.70,0.00%,0.00,0.00
Thursday,22,PMax | Rem | EU | EN,EUR,9.60,425,37,8.71%,0.11,4.08,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | EU | EN,EUR,1.76,517,22,4.26%,0.04,0.91,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | EU | EN,EUR,3.65,790,25,3.16%,0.12,2.88,0.00%,0.00,0.00
Saturday,10,PMax | Rem | AU-NZ | EN,EUR,27.37,56,3,5.36%,0.51,1.53,0.00%,0.00,0.00
Thursday,17,PMax | Rem | AU-NZ | EN,EUR,462.31,1,1,100.00%,0.46,0.46,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | AU-NZ | EN,EUR,1.64,13,1,7.69%,0.02,0.02,0.00%,0.00,0.00
Monday,2,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,PMax | Rem | UK,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,13,S | General | UK,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,18,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,23,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,20,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,S | General | NL,EUR,0.00,59,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,16,PMax | Rem | AU-NZ | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,18,S | Brand | NL,EUR,138.33,6,2,33.33%,0.42,0.83,0.00%,0.00,0.00
Thursday,10,S | Brand | NL,EUR,281.67,6,2,33.33%,0.85,1.69,0.00%,0.00,0.00
Thursday,17,S | Brand | NL,EUR,60.00,6,1,16.67%,0.36,0.36,0.00%,0.00,0.00
Monday,10,PMax | Rem | DE,EUR,26.39,304,11,3.62%,0.73,8.02,0.00%,0.00,0.00
Monday,12,PMax | Rem | DE,EUR,20.49,277,10,3.61%,0.57,5.68,0.00%,0.00,0.00
Sunday,10,PMax | Rem | DE,EUR,12.32,325,17,5.23%,0.24,4.00,0.00%,0.00,0.00
Wednesday,11,PMax | Rem | UK,EUR,3.02,107,3,2.80%,0.11,0.32,0.00%,0.00,0.00
Monday,9,PMax | Rem | UK,EUR,2.78,336,2,0.60%,0.47,0.94,0.00%,0.00,0.00
Sunday,7,PMax | Rem | UK,EUR,4.39,24,4,16.67%,0.03,0.11,0.00%,0.00,0.00
Tuesday,21,PMAX | shopping | EU | EN,EUR,8.93,431,11,2.55%,0.35,3.85,0.00%,0.00,0.00
Sunday,12,PMAX | shopping | EU | EN,EUR,7.35,574,10,1.74%,0.42,4.22,0.00%,0.00,0.00
Saturday,3,DGen | EN,EUR,1.48,499,1,0.20%,0.74,0.74,0.00%,0.00,0.00
Monday,8,DGen | EN,EUR,1.99,705,5,0.71%,0.28,1.41,0.00%,0.00,0.00
Saturday,4,S | General | UK,EUR,2400.00,1,1,100.00%,2.40,2.40,0.00%,0.00,0.00
Thursday,8,S | General | UK,EUR,28.28,29,1,3.45%,0.82,0.82,0.00%,0.00,0.00
Wednesday,20,S | General | UK,EUR,149.13,23,2,8.70%,1.72,3.43,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | US | EN,EUR,22.54,61,1,1.64%,1.38,1.38,0.00%,0.00,0.00
Thursday,14,ADa_Panty_NL,EUR,20.11,262,9,3.44%,0.59,5.27,11.11%,1.00,5.27
Monday,8,S | General | NL,EUR,134.56,254,10,3.94%,3.42,34.18,0.00%,0.00,0.00
Tuesday,14,S | Brand | EU | EN,EUR,6.67,3,2,66.67%,0.01,0.02,0.00%,0.00,0.00
Thursday,19,PMax | Rem | EU | EN,EUR,7.45,609,34,5.58%,0.13,4.54,0.00%,0.00,0.00
Wednesday,17,PMax | Rem | EU | EN,EUR,3.57,495,29,5.86%,0.06,1.77,0.00%,0.00,0.00
Sunday,3,PMax | Rem | EU | EN,EUR,0.07,268,2,0.75%,0.01,0.02,0.00%,0.00,0.00
Friday,21,PMax | Rem | AU-NZ | EN,EUR,497.50,4,1,25.00%,1.99,1.99,0.00%,0.00,0.00
Tuesday,4,Sh | General | NL,EUR,286.00,5,1,20.00%,1.43,1.43,0.00%,0.00,0.00
Tuesday,6,S | Brand | EU | DE,EUR,220.00,2,1,50.00%,0.44,0.44,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | NL | New,EUR,3.47,545,20,3.67%,0.09,1.89,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | NL | New,EUR,41.11,203,12,5.91%,0.70,8.34,0.00%,0.00,0.00
Tuesday,9,PMax | Rem | NL | New,EUR,11.91,576,23,3.99%,0.30,6.86,0.00%,0.00,0.00
Saturday,12,S | General | EU | EN,EUR,34.11,73,5,6.85%,0.50,2.49,0.00%,0.00,0.00
Thursday,21,S | General | EU | EN,EUR,69.79,101,5,4.95%,1.41,7.05,0.00%,0.00,0.00
Friday,15,PMax | Rem | CA | EN,EUR,1.26,12,1,8.33%,0.02,0.02,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | CA | EN,EUR,12.81,66,2,3.03%,0.42,0.85,0.00%,0.00,0.00
Saturday,3,ADa_Pants_NL,EUR,8.95,17,1,5.88%,0.15,0.15,0.00%,0.00,0.00
Saturday,7,ADa_Pants_NL,EUR,14.51,166,11,6.63%,0.22,2.41,0.00%,0.00,0.00
Saturday,9,ADa_Pants_NL,EUR,12.39,352,23,6.53%,0.19,4.36,0.00%,0.00,0.00
Tuesday,8,ADa_Pants_NL,EUR,8.05,63,3,4.76%,0.17,0.51,0.00%,0.00,0.00
Thursday,11,S | Brand | NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,9,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,0,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,15,PMax | Rem | US | EN,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,20,PMax | Rem | US | EN,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,21,PMax | Rem | US | EN,EUR,0.00,34,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,11,PMax | Rem | US | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,5,PMax | Rem | US | EN,EUR,0.00,42,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,23,ADa_Panty_NL,EUR,0.00,49,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | EU | EN,EUR,0.06,57,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,3,PMax | Rem | AU-NZ | EN,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,PMax | Rem | AU-NZ | EN,EUR,0.03,28,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,21,ADa_Brand_NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,Sh | General | NL,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,S | General | EU | EN,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,PMax | Rem | CA | EN,EUR,1.77,34,0,0.00%,0,0.06,0.00%,0.00,0.00
Thursday,10,PMax | Rem | CA | EN,EUR,0.91,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,2,ADa_Pants_NL,EUR,0.00,18,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,11,S | Brand | NL,EUR,77.86,14,3,21.43%,0.36,1.09,0.00%,0.00,0.00
Monday,15,S | Brand | NL,EUR,350.00,7,2,28.57%,1.23,2.45,50.00%,1.00,2.45
Sunday,13,S | Brand | NL,EUR,53.00,10,3,30.00%,0.18,0.53,0.00%,0.00,0.00
Saturday,18,PMax | Rem | DE,EUR,13.35,231,13,5.63%,0.24,3.08,0.00%,0.00,0.00
Friday,22,PMax | Rem | DE,EUR,8.11,380,12,3.16%,0.26,3.08,8.33%,1.00,3.08
Monday,17,PMax | Rem | UK,EUR,8.93,179,7,3.91%,0.23,1.60,0.00%,0.00,0.00
Monday,19,PMax | Rem | UK,EUR,37.39,106,8,7.55%,0.50,3.96,0.00%,0.00,0.00
Saturday,10,PMAX | shopping | EU | EN,EUR,0.37,266,3,1.13%,0.03,0.10,0.00%,0.00,0.00
Wednesday,11,PMAX | shopping | EU | EN,EUR,6.85,455,92,20.22%,0.03,3.12,0.00%,0.00,0.00
Thursday,22,DGen | EN,EUR,0.38,"3,542",8,0.23%,0.17,1.33,0.00%,0.00,0.00
Wednesday,12,DGen | EN,EUR,0.35,"3,485",2,0.06%,0.61,1.22,0.00%,0.00,0.00
Wednesday,15,DGen | EN,EUR,0.37,"5,142",7,0.14%,0.27,1.89,0.00%,0.00,0.00
Tuesday,20,DGen | EN,EUR,0.54,"2,893",9,0.31%,0.17,1.55,0.00%,0.00,0.00
Monday,18,DGen | EN,EUR,0.55,"20,647",73,0.35%,0.16,11.34,0.00%,0.00,0.00
Sunday,18,DGen | EN,EUR,0.39,"3,821",11,0.29%,0.14,1.50,0.00%,0.00,0.00
Wednesday,19,S | General | UK,EUR,212.50,24,4,16.67%,1.28,5.10,0.00%,0.00,0.00
Thursday,5,PMax | Rem | US | EN,EUR,8.16,229,8,3.49%,0.23,1.87,0.00%,0.00,0.00
Friday,4,ADa_Panty_NL,EUR,20.06,6,1,16.67%,0.12,0.12,0.00%,0.00,0.00
Thursday,20,ADa_Panty_NL,EUR,25.40,209,21,10.05%,0.25,5.31,0.00%,0.00,0.00
Monday,0,ADa_Panty_NL,EUR,8.87,23,1,4.35%,0.20,0.20,0.00%,0.00,0.00
Sunday,19,ADa_Panty_NL,EUR,2.89,114,2,1.75%,0.16,0.33,0.00%,0.00,0.00
Tuesday,14,Sh | General | NL,EUR,13.27,150,2,1.33%,1.00,1.99,0.00%,0.00,0.00
Sunday,15,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,1,PMax | Rem | NL | New,EUR,10.27,113,11,9.73%,0.11,1.16,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | NL | New,EUR,6.79,82,6,7.32%,0.09,0.56,0.00%,0.00,0.00
Tuesday,15,PMax | Rem | NL | New,EUR,23.79,422,21,4.98%,0.48,10.04,4.76%,1.00,10.04
Tuesday,23,PMax | Rem | NL | New,EUR,11.44,464,23,4.96%,0.23,5.31,8.70%,2.00,2.65
Saturday,18,S | General | EU | EN,EUR,21.54,75,4,5.33%,0.40,1.62,0.00%,0.00,0.00
Friday,0,S | General | EU | EN,EUR,57.56,41,3,7.32%,0.79,2.36,0.00%,0.00,0.00
Friday,5,S | General | EU | EN,EUR,24.57,16,1,6.25%,0.39,0.39,0.00%,0.00,0.00
Wednesday,9,S | General | EU | EN,EUR,52.17,88,7,7.95%,0.66,4.59,0.00%,0.00,0.00
Wednesday,19,S | General | EU | EN,EUR,49.14,99,5,5.05%,0.97,4.87,0.00%,0.00,0.00
Tuesday,5,S | General | EU | EN,EUR,12.94,17,1,5.88%,0.22,0.22,0.00%,0.00,0.00
Monday,16,S | General | EU | EN,EUR,48.61,79,5,6.33%,0.77,3.84,0.00%,0.00,0.00
Sunday,1,S | General | EU | EN,EUR,40.50,50,4,8.00%,0.51,2.03,0.00%,0.00,0.00
Saturday,5,PMax | Rem | CA | EN,EUR,0.92,14,1,7.14%,0.01,0.01,0.00%,0.00,0.00
Friday,19,PMax | Rem | CA | EN,EUR,1.12,10,1,10.00%,0.01,0.01,0.00%,0.00,0.00
Tuesday,15,PMax | Rem | CA | EN,EUR,257.50,4,1,25.00%,1.03,1.03,0.00%,0.00,0.00
Monday,1,PMax | Rem | CA | EN,EUR,0.52,37,1,2.70%,0.02,0.02,0.00%,0.00,0.00
Sunday,22,PMax | Rem | CA | EN,EUR,1.01,20,1,5.00%,0.02,0.02,0.00%,0.00,0.00
Friday,20,ADa_Pants_NL,EUR,9.93,323,11,3.41%,0.29,3.21,3.02%,0.33,9.65
Wednesday,21,ADa_Pants_NL,EUR,7.76,324,6,1.85%,0.42,2.51,0.00%,0.00,0.00
Sunday,10,ADa_Pants_NL,EUR,12.30,185,15,8.11%,0.15,2.28,0.00%,0.00,0.00
Saturday,21,S | General | NL,EUR,142.37,59,4,6.78%,2.10,8.40,0.00%,0.00,0.00
Wednesday,23,S | General | NL,EUR,86.56,31,3,9.68%,0.89,2.68,0.00%,0.00,0.00
Tuesday,6,S | General | NL,EUR,284.55,56,8,14.29%,1.99,15.93,0.00%,0.00,0.00
Saturday,9,S | Brand | UK,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Tuesday,19,PMax | Rem | EU | EN,EUR,9.65,493,42,8.52%,0.11,4.76,0.00%,0.00,0.00
Saturday,20,PMax | Rem | AU-NZ | EN,EUR,3.25,10,1,10.00%,0.03,0.03,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | AU-NZ | EN,EUR,340.00,7,1,14.29%,2.38,2.38,0.00%,0.00,0.00
Sunday,23,PMax | Rem | AU-NZ | EN,EUR,78.33,18,1,5.56%,1.41,1.41,0.00%,0.00,0.00
Wednesday,21,ADa_Brand_NL,EUR,2.00,5,1,20.00%,0.01,0.01,0.00%,0.00,0.00
Friday,1,PMax | Rem | US | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,8,PMax | Rem | US | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,9,PMax | Rem | US | EN,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,6,PMax | Rem | US | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,16,PMax | Rem | US | EN,EUR,0.00,20,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,PMax | Rem | US | EN,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,12,PMax | Rem | US | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,13,Sh | General | NL,EUR,0.00,67,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,PMax | Rem | CA | EN,EUR,0.93,6,0,0.00%,0,0.01,0.00%,0.00,0.00
Tuesday,21,PMax | Rem | CA | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,1,S | General | NL,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,13,S | Brand | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,12,PMax | Rem | AU-NZ | EN,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,12,PMax | Rem | AU-NZ | EN,EUR,0.00,20,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,15,PMax | Rem | AU-NZ | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,14,PMax | Rem | DE,EUR,23.98,438,26,5.94%,0.40,10.50,0.00%,0.00,0.00
Friday,20,PMax | Rem | DE,EUR,14.32,313,14,4.47%,0.32,4.48,0.00%,0.00,0.00
Tuesday,6,PMax | Rem | UK,EUR,20.06,22,2,9.09%,0.22,0.44,0.00%,0.00,0.00
Monday,2,PMax | Rem | UK,EUR,0.88,31,5,16.13%,0.01,0.03,0.00%,0.00,0.00
Sunday,14,PMax | Rem | UK,EUR,0.41,107,2,1.87%,0.02,0.04,0.00%,0.00,0.00
Sunday,7,PMAX | shopping | EU | EN,EUR,0.09,239,1,0.42%,0.02,0.02,0.00%,0.00,0.00
Sunday,18,PMAX | shopping | EU | EN,EUR,7.78,299,5,1.67%,0.47,2.33,0.00%,0.00,0.00
Friday,4,DGen | EN,EUR,14.39,401,5,1.25%,1.15,5.77,0.00%,0.00,0.00
Friday,6,DGen | EN,EUR,3.88,"1,799",4,0.22%,1.74,6.97,0.00%,0.00,0.00
Thursday,21,DGen | EN,EUR,0.46,"4,946",16,0.32%,0.14,2.26,0.00%,0.00,0.00
Tuesday,16,DGen | EN,EUR,0.62,"4,650",16,0.34%,0.18,2.86,0.00%,0.00,0.00
Friday,14,S | General | NL,EUR,48.02,107,5,4.67%,1.03,5.14,0.00%,0.00,0.00
Friday,20,S | General | NL,EUR,64.65,142,4,2.82%,2.30,9.18,0.00%,0.00,0.00
Saturday,4,PMax | Rem | EU | EN,EUR,12.69,118,9,7.63%,0.17,1.50,0.00%,0.00,0.00
Saturday,6,PMax | Rem | EU | EN,EUR,4.47,191,17,8.90%,0.05,0.85,0.00%,0.00,0.00
Thursday,9,PMax | Rem | EU | EN,EUR,8.86,490,27,5.51%,0.16,4.34,0.00%,0.00,0.00
Tuesday,16,ADa_Panty_NL,EUR,37.10,173,6,3.47%,1.07,6.42,0.00%,0.00,0.00
Wednesday,7,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,7,PMax | Rem | NL | New,EUR,19.06,443,32,7.22%,0.26,8.44,0.00%,0.00,0.00
Friday,17,PMax | Rem | NL | New,EUR,12.13,690,36,5.22%,0.23,8.37,0.00%,0.00,0.00
Sunday,9,PMax | Rem | NL | New,EUR,31.48,802,51,6.36%,0.50,25.25,1.96%,1.00,25.25
Friday,19,S | General | EU | EN,EUR,100.08,47,3,6.38%,1.57,4.70,0.00%,0.00,0.00
Tuesday,7,S | General | EU | EN,EUR,30.65,81,5,6.17%,0.50,2.48,0.00%,0.00,0.00
Tuesday,14,S | General | EU | EN,EUR,32.46,184,8,4.35%,0.75,5.97,12.50%,1.00,5.97
Saturday,10,ADa_Pants_NL,EUR,10.84,290,22,7.59%,0.14,3.14,0.00%,0.00,0.00
Friday,5,ADa_Pants_NL,EUR,52.76,23,4,17.39%,0.30,1.21,0.00%,0.00,0.00
Thursday,14,ADa_Pants_NL,EUR,21.11,235,13,5.53%,0.38,4.96,0.00%,0.00,0.00
Wednesday,15,ADa_Pants_NL,EUR,6.16,126,8,6.35%,0.10,0.78,0.00%,0.00,0.00
Monday,19,ADa_Pants_NL,EUR,7.31,110,4,3.64%,0.20,0.80,0.00%,0.00,0.00
Sunday,21,ADa_Pants_NL,EUR,17.28,366,25,6.83%,0.25,6.32,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | AU-NZ | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,12,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,3,Sh | General | NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,16,Sh | General | NL,EUR,0.00,24,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,23,S | General | EU | EN,EUR,0.00,48,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,3,ADa_Pants_NL,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,7,S | Brand | NL,EUR,668.33,6,2,33.33%,2.01,4.01,0.00%,0.00,0.00
Friday,21,S | Brand | NL,EUR,27.68,10,2,20.00%,0.14,0.28,0.00%,0.00,0.00
Thursday,20,S | Brand | NL,EUR,38.65,15,1,6.67%,0.58,0.58,0.00%,0.00,0.00
Sunday,18,S | Brand | NL,EUR,99.17,12,4,33.33%,0.30,1.19,25.00%,1.00,1.19
Saturday,2,PMax | Rem | DE,EUR,2.76,65,2,3.08%,0.09,0.18,0.00%,0.00,0.00
Thursday,14,PMax | Rem | DE,EUR,23.96,297,18,6.06%,0.40,7.12,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | DE,EUR,10.42,392,18,4.59%,0.23,4.08,0.00%,0.00,0.00
Wednesday,18,PMax | Rem | DE,EUR,12.99,459,10,2.18%,0.60,5.96,0.00%,0.00,0.00
Tuesday,8,PMax | Rem | DE,EUR,4.32,"1,744",29,1.66%,0.26,7.54,0.00%,0.00,0.00
Monday,13,PMax | Rem | DE,EUR,7.26,338,12,3.55%,0.20,2.46,0.00%,0.00,0.00
Saturday,18,PMAX | shopping | EU | EN,EUR,2.00,152,2,1.32%,0.15,0.30,0.00%,0.00,0.00
Saturday,18,DGen | EN,EUR,0.38,"3,849",9,0.23%,0.16,1.45,0.00%,0.00,0.00
Wednesday,22,DGen | EN,EUR,0.34,"3,428",4,0.12%,0.29,1.15,0.00%,0.00,0.00
Tuesday,6,DGen | EN,EUR,1.02,"1,939",16,0.83%,0.12,1.99,0.00%,0.00,0.00
Sunday,21,DGen | EN,EUR,0.37,"3,592",10,0.28%,0.13,1.33,0.00%,0.00,0.00
Friday,13,S | General | NL,EUR,111.32,93,7,7.53%,1.48,10.35,0.00%,0.00,0.00
Thursday,10,S | General | NL,EUR,125.38,117,4,3.42%,3.67,14.67,0.00%,0.00,0.00
Tuesday,1,S | General | NL,EUR,187.27,33,4,12.12%,1.55,6.18,0.00%,0.00,0.00
Monday,5,S | General | NL,EUR,174.67,30,1,3.33%,5.24,5.24,0.00%,0.00,0.00
Sunday,11,S | General | NL,EUR,104.31,218,8,3.67%,2.84,22.74,0.00%,0.00,0.00
Wednesday,16,PMax | Rem | EU | EN,EUR,7.10,510,25,4.90%,0.14,3.62,0.00%,0.00,0.00
Sunday,0,PMax | Rem | AU-NZ | EN,EUR,39.24,48,3,6.25%,0.63,1.88,0.00%,0.00,0.00
Monday,20,PMax | Rem | US | EN,EUR,11.94,62,1,1.61%,0.74,0.74,0.00%,0.00,0.00
Wednesday,18,ADa_Panty_NL,EUR,14.10,514,36,7.00%,0.20,7.25,0.00%,0.00,0.00
