Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Thursday	16	PMax | Rem | DE	EUR	10.45	330	14	0.0424	0.25	3.45	0	0	0
Current Quarter	Thursday	17	PMax | Rem | DE	EUR	27.74	275	17	0.06179999999999999	0.45	7.63	0.0484	0.82	9.26
Current Quarter	Monday	3	PMax | Rem | DE	EUR	14.32	30	1	0.0333	0.43	0.43	0	0	0
Current Quarter	Monday	6	PMax | Rem | UK	EUR	0.25	92	1	0.0109	0.02	0.02	0	0	0
Current Quarter	Wednesday	20	PMAX | shopping | EU | EN	EUR	1.71	134	2	0.0149	0.11	0.23	0	0	0
Current Quarter	Monday	9	PMAX | shopping | EU | EN	EUR	0.98	239	3	0.0126	0.08	0.23	0	0	0
Current Quarter	Saturday	6	DGen | EN	EUR	0.8	2072	10	0.0048	0.17	1.66	0	0	0
Current Quarter	Thursday	12	DGen | EN	EUR	0.34	2946	5	0.0017	0.2	1	0	0	0
Current Quarter	Tuesday	1	PMax | Rem | US | EN	EUR	33.35	46	2	0.0435	0.77	1.53	0	0	0
Current Quarter	Tuesday	20	ADa_Panty_NL	EUR	3.15	182	6	0.033	0.1	0.57	0	0	0
Current Quarter	Friday	10	Sh | General | NL	EUR	42.65	34	1	0.0294	1.45	1.45	0	0	0
Current Quarter	Thursday	15	S | Brand | EU | DE	EUR	160	2	1	0.5	0.32	0.32	0	0	0
Current Quarter	Friday	9	PMax | Rem | NL | New	EUR	21.28	756	42	0.0556	0.38	16.09	0.0476	2	8.04
Current Quarter	Wednesday	11	PMax | Rem | NL | New	EUR	7.43	590	25	0.0424	0.18	4.38	0	0	0
Current Quarter	Tuesday	11	PMax | Rem | NL | New	EUR	36.95	550	30	0.0545	0.68	20.32	0	0	0
Current Quarter	Sunday	18	PMax | Rem | NL | New	EUR	39.07	891	61	0.06849999999999999	0.57	34.81	0.0328	2	17.41
Current Quarter	Wednesday	1	S | General | EU | EN	EUR	36.67	45	2	0.0444	0.83	1.65	0	0	0
Current Quarter	Wednesday	3	S | General | EU | EN	EUR	73.33	12	1	0.0833	0.88	0.88	0	0	0
Current Quarter	Monday	15	S | General | EU | EN	EUR	67.94	91	9	0.0989	0.69	6.18	0	0	0
Current Quarter	Sunday	10	S | General | EU | EN	EUR	83.28	149	9	0.0604	1.38	12.41	0	0	0
Current Quarter	Saturday	1	PMax | Rem | CA | EN	EUR	3.42	25	2	0.08	0.04	0.09	0	0	0
Current Quarter	Friday	4	PMax | Rem | CA | EN	EUR	1.42	18	3	0.1667	0.01	0.03	0	0	0
Current Quarter	Thursday	20	PMax | Rem | CA | EN	EUR	148.89	9	1	0.1111	1.34	1.34	0	0	0
Current Quarter	Saturday	19	ADa_Pants_NL	EUR	6.39	169	8	0.0473	0.13	1.08	0	0	0
Current Quarter	Wednesday	10	ADa_Pants_NL	EUR	4.94	107	3	0.028	0.18	0.53	0	0	0
Current Quarter	Sunday	12	ADa_Pants_NL	EUR	8.58	171	9	0.0526	0.16	1.47	0	0	0
Current Quarter	Saturday	20	S | General | NL	EUR	52.86	70	3	0.0429	1.23	3.7	0	0	0
Current Quarter	Friday	8	S | General | NL	EUR	121.76	68	3	0.0441	2.76	8.28	0	0	0
Current Quarter	Thursday	19	S | General | NL	EUR	126.35	109	7	0.0642	1.97	13.77	0	0	0
Current Quarter	Monday	2	S | General | NL	EUR	78.67	30	1	0.0333	2.36	2.36	0	0	0
Current Quarter	Thursday	0	PMax | Rem | EU | EN	EUR	9.91	211	15	0.0711	0.14	2.09	0	0	0
Current Quarter	Wednesday	19	PMax | Rem | EU | EN	EUR	6.95	526	18	0.0342	0.2	3.66	0	0	0
Current Quarter	Sunday	13	PMax | Rem | EU | EN	EUR	8.11	688	32	0.04650000000000001	0.17	5.58	0	0	0
Current Quarter	Sunday	17	PMax | Rem | EU | EN	EUR	2.49	580	21	0.0362	0.07	1.44	0	0	0
Current Quarter	Sunday	20	PMax | Rem | EU | EN	EUR	17.34	632	28	0.0443	0.39	10.96	0	0	0
Current Quarter	Friday	20	S | Brand | EU | FR	EUR	900	2	1	0.5	1.8	1.8	0	0	0
Current Quarter	Sunday	2	PMax | Rem | AU-NZ | EN	EUR	0.77	50	1	0.02	0.04	0.04	0	0	0
Current Quarter	Sunday	19	PMax | Rem | AU-NZ | EN	EUR	6.08	8	2	0.25	0.02	0.05	0	0	0
Current Quarter	Thursday	23	PMAX | shopping | EU | EN	EUR	0	68	0	0	0	0	0	0	0
Current Quarter	Tuesday	17	PMAX | shopping | EU | EN	EUR	0	244	0	0	0	0	0	0	0
Current Quarter	Tuesday	6	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	8	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Monday	15	PMax | Rem | US | EN	EUR	0	12	0	0	0	0	0	0	0
Current Quarter	Saturday	11	ADa_Panty_NL	EUR	0	31	0	0	0	0	0	0	0
Current Quarter	Monday	9	ADa_Panty_NL	EUR	0	49	0	0	0	0	0	0	0
Current Quarter	Wednesday	17	Sh | General | NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Thursday	5	S | General | EU | EN	EUR	0	21	0	0	0	0	0	0	0
Current Quarter	Saturday	13	PMax | Rem | CA | EN	EUR	0.81	8	0	0	0	0.01	0	0	0
Current Quarter	Wednesday	5	PMax | Rem | CA | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Tuesday	10	PMax | Rem | CA | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Monday	21	PMax | Rem | CA | EN	EUR	0.22	11	0	0	0	0	0	0	0
Current Quarter	Wednesday	2	ADa_Pants_NL	EUR	0.04	22	0	0	0	0	0	0	0
Current Quarter	Tuesday	4	ADa_Pants_NL	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Saturday	22	PMax | Rem | AU-NZ | EN	EUR	0.06	27	0	0	0	0	0	0	0
Current Quarter	Monday	8	PMax | Rem | AU-NZ | EN	EUR	0.22	57	0	0	0	0.01	0	0	0
Current Quarter	Monday	9	ADa_Brand_NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	10	S | Brand | NL	EUR	1.13	6	1	0.1667	0.01	0.01	0	0	0
Current Quarter	Monday	7	S | Brand | NL	EUR	117.5	4	2	0.5	0.24	0.47	0.5	1	0.47
Current Quarter	Saturday	11	PMax | Rem | UK	EUR	12.63	90	4	0.0444	0.28	1.14	0	0	0
Current Quarter	Thursday	15	PMax | Rem | UK	EUR	31.49	85	4	0.0471	0.67	2.68	0	0	0
Current Quarter	Thursday	22	PMax | Rem | UK	EUR	21.54	83	4	0.0482	0.45	1.79	0	0	0
Current Quarter	Wednesday	0	PMax | Rem | UK	EUR	3.32	414	10	0.0242	0.14	1.38	0	0	0
Current Quarter	Wednesday	23	PMax | Rem | UK	EUR	15.1	188	9	0.0479	0.32	2.84	0.1111	1	2.84
Current Quarter	Monday	22	PMax | Rem | UK	EUR	1.79	57	4	0.0702	0.03	0.1	0	0	0
Current Quarter	Sunday	13	PMax | Rem | UK	EUR	1.25	106	2	0.0189	0.07	0.13	0	0	0
Current Quarter	Saturday	12	PMAX | shopping | EU | EN	EUR	6.74	612	15	0.0245	0.27	4.12	0	0	0
Current Quarter	Tuesday	12	PMAX | shopping | EU | EN	EUR	21.19	108	4	0.03700000000000001	0.57	2.29	0	0	0
Current Quarter	Sunday	21	PMAX | shopping | EU | EN	EUR	2.99	218	5	0.0229	0.13	0.65	0	0	0
Current Quarter	Saturday	7	DGen | EN	EUR	0.62	2500	3	0.0012	0.52	1.55	0	0	0
Current Quarter	Thursday	3	DGen | EN	EUR	0.49	256	1	0.0039	0.13	0.13	0	0	0
Current Quarter	Thursday	9	DGen | EN	EUR	0.37	2672	6	0.0022	0.16	0.98	0	0	0
Current Quarter	Thursday	9	S | General | UK	EUR	275.5	20	2	0.1	2.76	5.51	0	0	0
Current Quarter	Tuesday	0	PMax | Rem | US | EN	EUR	30.32	31	1	0.0323	0.94	0.94	0	0	0
Current Quarter	Tuesday	20	PMax | Rem | US | EN	EUR	0.26	80	1	0.0125	0.02	0.02	0	0	0
Current Quarter	Friday	21	ADa_Panty_NL	EUR	7.22	421	40	0.095	0.08	3.04	0	0	0
Current Quarter	Wednesday	19	ADa_Panty_NL	EUR	12.05	610	35	0.0574	0.21	7.35	0	0	0
Current Quarter	Tuesday	5	ADa_Panty_NL	EUR	3.66	39	2	0.0513	0.07	0.14	0	0	0
Current Quarter	Thursday	17	S | Brand | EU | DE	EUR	2.5	4	1	0.25	0.01	0.01	0	0	0
Current Quarter	Wednesday	22	S | General | EU | EN	EUR	77.92	59	5	0.08470000000000001	0.92	4.6	0	0	0
